#
# Copyright © 2026-2026 Unicode, Inc.
# For terms of use, see https://www.unicode.org/terms_of_use.html
#
# Format: type;rule name;number;expected result
# type: spell=SpelloutRules, digits=OrdinalRules, number=NumberingSystemRules
# rule name: empty for the default ruleset
#
spell;%spellout-ordinal-masculine;59;πεντηκοστός ένατος
spell;%spellout-ordinal-masculine;60;εξηκοστός
spell;%spellout-ordinal-masculine;61;εξηκοστός πρώτος
spell;%spellout-ordinal-masculine;69;εξηκοστός ένατος
spell;%spellout-ordinal-masculine;70;εβδομηκοστός
spell;%spellout-ordinal-masculine;71;εβδομηκοστός πρώτος
spell;%spellout-ordinal-masculine;79;εβδομηκοστός ένατος
spell;%spellout-ordinal-masculine;80;ογδοηκοστός
spell;%spellout-ordinal-masculine;81;ογδοηκοστός πρώτος
spell;%spellout-ordinal-masculine;89;ογδοηκοστός ένατος
spell;%spellout-ordinal-masculine;90;εννενηκοστός
spell;%spellout-ordinal-masculine;91;εννενηκοστός πρώτος
spell;%spellout-ordinal-masculine;99;εννενηκοστός ένατος
spell;%spellout-ordinal-masculine;100;εκατοστός
spell;%spellout-ordinal-masculine;101;εκατοστός πρώτος
spell;%spellout-ordinal-masculine;199;εκατοστός εννενηκοστός ένατος
spell;%spellout-ordinal-masculine;200;διακοσιοστός
spell;%spellout-ordinal-masculine;201;διακοσιοστός πρώτος
spell;%spellout-ordinal-masculine;299;διακοσιοστός εννενηκοστός ένατος
spell;%spellout-ordinal-masculine;300;τριακοσιοστός
spell;%spellout-ordinal-masculine;301;τριακοσιοστός πρώτος
spell;%spellout-ordinal-masculine;399;τριακοσιοστός εννενηκοστός ένατος
spell;%spellout-ordinal-masculine;400;τετρακοσιοστός
spell;%spellout-ordinal-masculine;401;τετρακοσιοστός πρώτος
spell;%spellout-ordinal-masculine;499;τετρακοσιοστός εννενηκοστός ένατος
spell;%spellout-ordinal-masculine;500;πεντακοσιοστός
spell;%spellout-ordinal-masculine;501;πεντακοσιοστός πρώτος
